CustomerID,OrderID,OrderDate,Sales,Profit,Category,City
1086,93,2023-04-03,462,-17,Mobilya,İzmir
1061,94,2023-04-04,425,58,Mobilya,Ankara
1039,95,2023-04-05,469,113,Mobilya,İzmir
1084,96,2023-04-06,266,97,Mobilya,İstanbul
1079,97,2023-04-07,326,92,Mobilya,Ankara
1081,98,2023-04-08,298,73,Mobilya,İzmir
1052,99,2023-04-09,213,41,Mobilya,İzmir
1023,100,2023-04-10,443,58,Mobilya,İstanbul
1025,101,2023-04-11,406,115,Mobilya,Ankara
1088,102,2023-04-12,457,5,Mobilya,İzmir
1059,103,2023-04-13,241,23,Mobilya,İstanbul
1040,104,2023-04-14,276,112,Mobilya,İzmir
1028,105,2023-04-15,226,49,Mobilya,Ankara
1014,106,2023-04-16,148,133,Mobilya,İzmir
1044,107,2023-04-17,85,97,Mobilya,İzmir
1064,108,2023-04-18,145,47,Mobilya,İzmir
1088,109,2023-04-19,201,-2,Mobilya,İzmir
1070,110,2023-04-20,200,-1,Mobilya,İstanbul
1008,111,2023-04-21,239,92,Mobilya,İstanbul
1087,112,2023-04-22,273,119,Mobilya,Ankara
1000,113,2023-04-23,86,26,Mobilya,İstanbul
1007,114,2023-04-24,317,-20,Mobilya,İstanbul
1087,115,2023-04-25,418,69,Mobilya,Ankara
1062,116,2023-04-26,232,121,Mobilya,İstanbul
1010,117,2023-04-27,62,43,Mobilya,İstanbul
1080,118,2023-04-28,328,17,Mobilya,Ankara
1007,119,2023-04-29,266,16,Mobilya,Ankara
1034,120,2023-04-30,404,105,Mobilya,Ankara
1034,121,2023-05-01,410,118,Mobilya,İzmir
1032,122,2023-05-02,335,79,Mobilya,İzmir
1004,123,2023-05-03,322,56,Mobilya,Ankara
1040,124,2023-05-04,418,-18,Mobilya,Ankara
1027,125,2023-05-05,111,140,Mobilya,Ankara
1006,126,2023-05-06,133,113,Mobilya,İzmir
1072,127,2023-05-07,417,-11,Mobilya,İzmir
1071,128,2023-05-08,266,-16,Mobilya,İstanbul
1011,129,2023-05-09,391,130,Mobilya,İstanbul
1033,130,2023-05-10,446,117,Mobilya,Ankara
1032,131,2023-05-11,236,109,Mobilya,İzmir
1047,132,2023-05-12,68,-8,Mobilya,İzmir
1022,133,2023-05-13,226,147,Mobilya,İzmir
1061,134,2023-05-14,149,109,Mobilya,Ankara
1087,135,2023-05-15,445,63,Mobilya,İstanbul
1036,136,2023-05-16,494,44,Mobilya,Ankara
1098,137,2023-05-17,282,42,Mobilya,İstanbul
1043,138,2023-05-18,452,80,Mobilya,İstanbul
1085,139,2023-05-19,125,52,Mobilya,Ankara
1090,140,2023-05-20,314,-4,Mobilya,İstanbul
1034,141,2023-05-21,333,-12,Mobilya,İstanbul
1064,142,2023-05-22,255,122,Mobilya,İzmir
1098,143,2023-05-23,272,131,Mobilya,İstanbul
1046,144,2023-05-24,433,17,Mobilya,Ankara
1077,145,2023-05-25,101,142,Mobilya,Ankara
1002,146,2023-05-26,388,73,Mobilya,İstanbul
1000,147,2023-05-27,416,74,Mobilya,İzmir
1004,148,2023-05-28,193,28,Mobilya,İzmir
1089,149,2023-05-29,422,48,Mobilya,İstanbul
1013,150,2023-05-30,118,41,Mobilya,İstanbul
1026,151,2023-05-31,148,57,Mobilya,Ankara
1008,152,2023-06-01,445,96,Mobilya,İstanbul
1078,153,2023-06-02,74,99,Mobilya,İzmir
1014,154,2023-06-03,485,116,Mobilya,İstanbul
1089,155,2023-06-04,428,141,Mobilya,Ankara
1041,156,2023-06-05,102,55,Mobilya,Ankara
1076,157,2023-06-06,200,14,Mobilya,Ankara
1050,158,2023-06-07,193,-20,Mobilya,Ankara
1062,159,2023-06-08,106,19,Mobilya,Ankara
1095,160,2023-06-09,88,43,Mobilya,İstanbul
1051,161,2023-06-10,158,129,Mobilya,İstanbul
1095,162,2023-06-11,230,39,Mobilya,İstanbul
1003,163,2023-06-12,91,43,Mobilya,İstanbul
1093,164,2023-06-13,235,72,Mobilya,Ankara
1022,165,2023-06-14,472,51,Mobilya,İzmir
1014,166,2023-06-15,447,-10,Mobilya,İstanbul
1042,167,2023-06-16,272,84,Mobilya,İzmir
1028,168,2023-06-17,171,-7,Mobilya,İstanbul
1035,169,2023-06-18,182,39,Mobilya,İstanbul
1012,170,2023-06-19,212,9,Mobilya,İzmir
1031,171,2023-06-20,264,14,Mobilya,Ankara
1070,172,2023-06-21,270,144,Mobilya,İstanbul
1058,173,2023-06-22,284,-16,Mobilya,İstanbul
1085,174,2023-06-23,380,62,Mobilya,İstanbul
1027,175,2023-06-24,195,102,Mobilya,İzmir
1065,176,2023-06-25,288,57,Mobilya,Ankara
1041,177,2023-06-26,125,133,Mobilya,İzmir
1044,178,2023-06-27,58,41,Mobilya,İzmir
1061,179,2023-06-28,123,111,Mobilya,Ankara
1056,180,2023-06-29,491,68,Mobilya,İzmir
1005,181,2023-06-30,450,21,Mobilya,Ankara
1027,182,2023-07-01,302,68,Mobilya,İstanbul
1027,183,2023-07-02,279,125,Mobilya,Ankara
1043,184,2023-07-03,56,19,Mobilya,İstanbul
1083,185,2023-07-04,223,51,Mobilya,İzmir
1029,186,2023-07-05,190,18,Mobilya,İzmir
1061,187,2023-07-06,217,83,Mobilya,İstanbul
1074,188,2023-07-07,219,-7,Mobilya,İzmir
1091,189,2023-07-08,442,11,Mobilya,Ankara
1088,190,2023-07-09,483,104,Mobilya,İstanbul
1061,191,2023-07-10,332,145,Mobilya,İzmir
1096,192,2023-07-11,171,76,Mobilya,İstanbul
1000,193,2023-07-12,243,2,Mobilya,Ankara
1026,194,2023-07-13,54,42,Mobilya,Ankara
1061,195,2023-07-14,78,122,Mobilya,İzmir
1076,196,2023-07-15,214,132,Mobilya,Ankara
1002,197,2023-07-16,471,124,Mobilya,İstanbul
1069,198,2023-07-17,388,32,Mobilya,Ankara
1071,199,2023-07-18,185,83,Mobilya,İstanbul
1026,200,2023-07-19,414,83,Mobilya,İstanbul
1008,201,2023-07-20,370,18,Mobilya,Ankara
1061,202,2023-07-21,391,113,Mobilya,İzmir
1036,203,2023-07-22,194,46,Mobilya,Ankara
1096,204,2023-07-23,376,114,Mobilya,İstanbul
1050,205,2023-07-24,266,21,Mobilya,İstanbul
1043,206,2023-07-25,350,-6,Mobilya,Ankara
1023,207,2023-07-26,181,90,Mobilya,İzmir
1078,208,2023-07-27,341,136,Mobilya,İzmir
1058,209,2023-07-28,119,12,Mobilya,İstanbul
1031,210,2023-07-29,301,134,Mobilya,İstanbul
1095,211,2023-07-30,464,143,Mobilya,İzmir
1087,212,2023-07-31,324,136,Mobilya,Ankara
1051,213,2023-08-01,494,17,Mobilya,İstanbul
1061,214,2023-08-02,413,76,Mobilya,İstanbul
1057,215,2023-08-03,231,134,Mobilya,İzmir
1051,216,2023-08-04,216,12,Mobilya,Ankara
1011,217,2023-08-05,140,65,Mobilya,İzmir
1038,218,2023-08-06,251,45,Mobilya,Ankara
1001,219,2023-08-07,395,-11,Mobilya,Ankara
1002,220,2023-08-08,68,-16,Mobilya,Ankara
1055,221,2023-08-09,88,102,Mobilya,İstanbul
1080,222,2023-08-10,175,53,Mobilya,İzmir
1058,223,2023-08-11,222,76,Mobilya,İzmir
1001,224,2023-08-12,190,97,Mobilya,Ankara
1001,225,2023-08-13,291,17,Mobilya,İstanbul
1091,226,2023-08-14,269,120,Mobilya,İstanbul
1053,227,2023-08-15,175,138,Mobilya,İzmir
1086,228,2023-08-16,107,26,Mobilya,İstanbul
1095,229,2023-08-17,197,88,Mobilya,İstanbul
1096,230,2023-08-18,366,-6,Mobilya,Ankara
1000,231,2023-08-19,432,136,Mobilya,İstanbul
1018,232,2023-08-20,410,115,Mobilya,Ankara
1001,233,2023-08-21,472,-16,Mobilya,İzmir
1052,234,2023-08-22,50,136,Mobilya,İstanbul
1043,235,2023-08-23,436,26,Mobilya,İzmir
1089,236,2023-08-24,397,47,Mobilya,İzmir
1031,237,2023-08-25,239,55,Mobilya,İstanbul
1069,238,2023-08-26,240,109,Mobilya,İstanbul
1031,239,2023-08-27,418,134,Mobilya,İzmir
1067,240,2023-08-28,458,74,Mobilya,İstanbul
1054,241,2023-08-29,361,94,Mobilya,Ankara
1074,242,2023-08-30,466,143,Mobilya,Ankara
1055,243,2023-08-31,471,15,Mobilya,İstanbul
1016,244,2023-09-01,166,5,Mobilya,İzmir
1037,245,2023-09-02,183,22,Mobilya,İstanbul
1023,246,2023-09-03,107,6,Mobilya,İstanbul
1068,247,2023-09-04,93,48,Mobilya,İzmir
1097,248,2023-09-05,222,127,Mobilya,İzmir
1069,249,2023-09-06,209,-10,Mobilya,Ankara
1085,250,2023-09-07,222,53,Mobilya,İzmir
1010,251,2023-09-08,366,83,Mobilya,Ankara
1015,252,2023-09-09,352,17,Mobilya,İzmir
1096,253,2023-09-10,198,113,Mobilya,İstanbul
1072,254,2023-09-11,129,2,Mobilya,Ankara
1058,255,2023-09-12,423,26,Mobilya,Ankara
1069,256,2023-09-13,262,69,Mobilya,Ankara
1079,257,2023-09-14,252,25,Mobilya,İstanbul
1092,258,2023-09-15,301,86,Mobilya,İstanbul
1002,259,2023-09-16,278,119,Mobilya,İstanbul
1019,260,2023-09-17,213,120,Mobilya,İstanbul
1058,261,2023-09-18,276,83,Mobilya,İstanbul
1035,262,2023-09-19,196,90,Mobilya,Ankara
1018,263,2023-09-20,69,83,Mobilya,İstanbul
1089,264,2023-09-21,490,39,Mobilya,Ankara
1066,265,2023-09-22,451,79,Mobilya,İstanbul
1018,266,2023-09-23,96,47,Mobilya,İzmir
1019,267,2023-09-24,282,112,Mobilya,Ankara
1095,268,2023-09-25,354,99,Mobilya,İzmir
1070,269,2023-09-26,63,16,Mobilya,Ankara
1051,270,2023-09-27,192,51,Mobilya,İzmir
1032,271,2023-09-28,464,106,Mobilya,İstanbul
1039,272,2023-09-29,50,85,Mobilya,İstanbul
1038,273,2023-09-30,422,71,Mobilya,İstanbul
1081,274,2023-10-01,103,10,Mobilya,Ankara
1000,275,2023-10-02,423,101,Mobilya,İzmir
1010,276,2023-10-03,308,116,Mobilya,İstanbul
1091,277,2023-10-04,193,30,Mobilya,İzmir
1056,278,2023-10-05,490,8,Mobilya,İzmir
1088,279,2023-10-06,61,19,Mobilya,İstanbul
1049,280,2023-10-07,379,20,Mobilya,İstanbul
1022,281,2023-10-08,273,-10,Mobilya,İzmir
1030,282,2023-10-09,321,130,Mobilya,İstanbul
1093,283,2023-10-10,407,-20,Mobilya,İstanbul
1041,284,2023-10-11,457,25,Mobilya,İstanbul
1098,285,2023-10-12,205,80,Mobilya,Ankara
1006,286,2023-10-13,422,128,Mobilya,İzmir
1015,287,2023-10-14,57,69,Mobilya,İzmir
1089,288,2023-10-15,171,89,Mobilya,Ankara
1059,289,2023-10-16,397,143,Mobilya,İzmir
1001,290,2023-10-17,213,36,Mobilya,İstanbul
1000,291,2023-10-18,139,-20,Mobilya,İzmir
1047,292,2023-10-19,185,42,Mobilya,İstanbul
1011,293,2023-10-20,235,34,Mobilya,Ankara
1068,294,2023-10-21,365,94,Mobilya,İstanbul
1036,295,2023-10-22,227,147,Mobilya,İzmir
1031,296,2023-10-23,77,122,Mobilya,İzmir
1008,297,2023-10-24,269,128,Mobilya,İzmir
1098,298,2023-10-25,406,32,Mobilya,Ankara
1018,299,2023-10-26,90,116,Mobilya,Ankara
1047,300,2023-10-27,277,36,Mobilya,İzmir
1079,301,2023-10-28,241,96,Mobilya,İstanbul
1002,302,2023-10-29,460,133,Mobilya,Ankara
1019,303,2023-10-30,496,148,Mobilya,İzmir
1023,304,2023-10-31,194,14,Mobilya,İzmir
1053,305,2023-11-01,250,42,Mobilya,Ankara
1032,306,2023-11-02,466,4,Mobilya,Ankara
1023,307,2023-11-03,261,69,Mobilya,Ankara
1074,308,2023-11-04,269,54,Mobilya,İstanbul
1071,309,2023-11-05,289,17,Mobilya,İstanbul
1035,310,2023-11-06,462,109,Mobilya,İzmir
1037,311,2023-11-07,446,114,Mobilya,Ankara
1083,312,2023-11-08,95,141,Mobilya,İstanbul
1098,313,2023-11-09,84,70,Mobilya,Ankara
1088,314,2023-11-10,302,-4,Mobilya,İzmir
1098,315,2023-11-11,439,107,Mobilya,İstanbul
1024,316,2023-11-12,131,87,Mobilya,İstanbul
1092,317,2023-11-13,420,131,Mobilya,İstanbul
1017,318,2023-11-14,305,4,Mobilya,İzmir
1081,319,2023-11-15,246,67,Mobilya,Ankara
1065,320,2023-11-16,352,140,Mobilya,İstanbul
1053,321,2023-11-17,458,8,Mobilya,İzmir
1034,322,2023-11-18,499,42,Mobilya,Ankara
1079,323,2023-11-19,59,129,Mobilya,İzmir
1060,324,2023-11-20,361,133,Mobilya,Ankara
1040,325,2023-11-21,335,135,Mobilya,İzmir
1099,326,2023-11-22,291,93,Mobilya,Ankara
1032,327,2023-11-23,300,28,Mobilya,İstanbul
1067,328,2023-11-24,414,60,Mobilya,Ankara
1032,329,2023-11-25,54,63,Mobilya,İzmir
1013,330,2023-11-26,168,84,Mobilya,İzmir
1020,331,2023-11-27,338,127,Mobilya,Ankara
1047,332,2023-11-28,423,97,Mobilya,İstanbul
1019,333,2023-11-29,114,65,Mobilya,İstanbul
1007,334,2023-11-30,195,42,Mobilya,Ankara
1006,335,2023-12-01,273,83,Mobilya,Ankara
1066,336,2023-12-02,288,28,Mobilya,İzmir
1016,337,2023-12-03,226,50,Mobilya,İstanbul
1032,338,2023-12-04,316,-20,Mobilya,Ankara
1047,339,2023-12-05,390,120,Mobilya,İstanbul
1075,340,2023-12-06,331,102,Mobilya,Ankara
1058,341,2023-12-07,112,41,Mobilya,Ankara
1085,342,2023-12-08,266,11,Mobilya,İstanbul
1021,343,2023-12-09,391,137,Mobilya,Ankara
1029,344,2023-12-10,364,8,Mobilya,Ankara
1037,345,2023-12-11,332,28,Mobilya,İzmir
1050,346,2023-12-12,226,9,Mobilya,Ankara
1053,347,2023-12-13,466,123,Mobilya,Ankara
1007,348,2023-12-14,147,147,Mobilya,Ankara
1026,349,2023-12-15,154,-2,Mobilya,İzmir
1026,350,2023-12-16,148,-3,Mobilya,İstanbul
1097,351,2023-12-17,434,-20,Mobilya,İzmir
1020,352,2023-12-18,454,57,Mobilya,İzmir
1029,353,2023-12-19,360,94,Mobilya,İstanbul
1096,354,2023-12-20,55,92,Mobilya,İzmir
1027,355,2023-12-21,246,93,Mobilya,İstanbul
1063,356,2023-12-22,400,145,Mobilya,İzmir
1096,357,2023-12-23,182,42,Mobilya,İstanbul
1068,358,2023-12-24,407,111,Mobilya,Ankara
1060,359,2023-12-25,308,108,Mobilya,İzmir
1047,360,2023-12-26,486,-13,Mobilya,İzmir
1018,361,2023-12-27,72,136,Mobilya,İzmir
1003,362,2023-12-28,102,34,Mobilya,İzmir
1034,363,2023-12-29,214,82,Mobilya,Ankara
1063,364,2023-12-30,251,110,Mobilya,İzmir
1048,365,2023-12-31,132,11,Mobilya,Ankara
1016,366,2024-01-01,194,-11,Mobilya,Ankara
1043,367,2024-01-02,134,89,Mobilya,Ankara
1091,368,2024-01-03,127,141,Mobilya,Ankara
1029,369,2024-01-04,415,103,Mobilya,İstanbul
1092,370,2024-01-05,50,66,Mobilya,İstanbul
1045,371,2024-01-06,100,34,Mobilya,İzmir
1005,372,2024-01-07,222,11,Mobilya,İstanbul
1098,373,2024-01-08,254,114,Mobilya,İstanbul
1036,374,2024-01-09,309,72,Mobilya,İzmir
1023,375,2024-01-10,495,-13,Mobilya,İzmir
1092,376,2024-01-11,498,44,Mobilya,İzmir
1045,377,2024-01-12,418,36,Mobilya,İstanbul
1052,378,2024-01-13,337,46,Mobilya,İstanbul
1094,379,2024-01-14,83,51,Mobilya,İzmir
1098,380,2024-01-15,397,33,Mobilya,Ankara
1059,381,2024-01-16,144,46,Mobilya,İzmir
1096,382,2024-01-17,121,30,Mobilya,Ankara
1062,383,2024-01-18,88,76,Mobilya,Ankara
1084,384,2024-01-19,203,71,Mobilya,İzmir
1031,385,2024-01-20,299,-13,Mobilya,İzmir
1086,386,2024-01-21,211,141,Mobilya,İzmir
1032,387,2024-01-22,487,14,Mobilya,İstanbul
1066,388,2024-01-23,167,75,Mobilya,Ankara
1017,389,2024-01-24,308,67,Mobilya,İstanbul
1024,390,2024-01-25,428,57,Mobilya,İstanbul
1094,391,2024-01-26,355,11,Mobilya,İzmir
1053,392,2024-01-27,317,99,Mobilya,İstanbul
1057,393,2024-01-28,498,25,Mobilya,İzmir
1066,394,2024-01-29,103,123,Mobilya,Ankara
1045,395,2024-01-30,285,144,Mobilya,İzmir
1023,396,2024-01-31,438,121,Mobilya,İstanbul
1031,397,2024-02-01,271,34,Mobilya,İstanbul
1046,398,2024-02-02,300,-14,Mobilya,İzmir
1085,399,2024-02-03,362,53,Mobilya,İzmir
1022,400,2024-02-04,450,-14,Mobilya,İstanbul
1065,401,2024-02-05,161,140,Mobilya,Ankara
1026,402,2024-02-06,304,130,Mobilya,Ankara
1001,403,2024-02-07,352,64,Mobilya,İzmir
1089,404,2024-02-08,456,126,Mobilya,Ankara
1016,405,2024-02-09,256,91,Mobilya,İstanbul
1032,406,2024-02-10,278,104,Mobilya,İzmir
1008,407,2024-02-11,390,126,Mobilya,İstanbul
1042,408,2024-02-12,447,15,Mobilya,İstanbul
1047,409,2024-02-13,115,8,Mobilya,Ankara
1038,410,2024-02-14,124,61,Mobilya,İzmir
1092,411,2024-02-15,484,-19,Mobilya,İzmir
1041,412,2024-02-16,152,108,Mobilya,Ankara
1025,413,2024-02-17,471,26,Mobilya,İstanbul
1098,414,2024-02-18,241,127,Mobilya,İstanbul
1049,415,2024-02-19,301,-10,Mobilya,İstanbul
1024,416,2024-02-20,275,109,Mobilya,İstanbul
1023,417,2024-02-21,343,98,Mobilya,İzmir
1012,418,2024-02-22,355,119,Mobilya,İzmir
1059,419,2024-02-23,147,-1,Mobilya,Ankara
1006,420,2024-02-24,387,-16,Mobilya,Ankara
1056,421,2024-02-25,335,16,Mobilya,İzmir
1035,422,2024-02-26,384,145,Mobilya,İzmir
1044,423,2024-02-27,396,116,Mobilya,İstanbul
1019,424,2024-02-28,484,32,Mobilya,İstanbul
1064,425,2024-02-29,496,78,Mobilya,Ankara
1007,426,2024-03-01,357,65,Mobilya,İzmir
1015,427,2024-03-02,298,87,Mobilya,Ankara
1013,428,2024-03-03,215,3,Mobilya,İzmir
1075,429,2024-03-04,384,60,Mobilya,İstanbul
1086,430,2024-03-05,79,137,Mobilya,Ankara
1014,431,2024-03-06,296,99,Mobilya,Ankara
1091,432,2024-03-07,155,38,Mobilya,İzmir
1097,433,2024-03-08,100,107,Mobilya,İstanbul
1065,434,2024-03-09,130,93,Mobilya,Ankara
1031,435,2024-03-10,182,94,Mobilya,İstanbul
1086,436,2024-03-11,334,-7,Mobilya,Ankara
1062,437,2024-03-12,437,-12,Mobilya,İstanbul
1085,438,2024-03-13,187,19,Mobilya,İzmir
1050,439,2024-03-14,233,4,Mobilya,Ankara
1024,440,2024-03-15,450,82,Mobilya,Ankara
1057,441,2024-03-16,379,1,Mobilya,İstanbul
1062,442,2024-03-17,322,-17,Mobilya,İstanbul
1061,443,2024-03-18,389,133,Mobilya,Ankara
1021,444,2024-03-19,118,8,Mobilya,İzmir
1057,445,2024-03-20,83,88,Mobilya,İstanbul
1057,446,2024-03-21,311,77,Mobilya,İstanbul
1085,447,2024-03-22,102,16,Mobilya,İstanbul
1048,448,2024-03-23,499,54,Mobilya,Ankara
1051,449,2024-03-24,254,49,Mobilya,Ankara
1041,450,2024-03-25,175,125,Mobilya,Ankara
1069,451,2024-03-26,284,107,Mobilya,Ankara
1014,452,2024-03-27,92,64,Mobilya,İzmir
1053,453,2024-03-28,289,21,Mobilya,İzmir
1059,454,2024-03-29,420,79,Mobilya,Ankara
1096,455,2024-03-30,160,20,Mobilya,İzmir
1007,456,2024-03-31,298,145,Mobilya,İstanbul
1052,457,2024-04-01,200,13,Mobilya,İstanbul
1059,458,2024-04-02,232,-4,Mobilya,İstanbul
1004,459,2024-04-03,385,144,Mobilya,Ankara
1067,460,2024-04-04,144,132,Mobilya,İstanbul
1005,461,2024-04-05,423,101,Mobilya,İzmir
1095,462,2024-04-06,449,55,Mobilya,Ankara
1093,463,2024-04-07,57,66,Mobilya,İzmir
1046,464,2024-04-08,437,96,Mobilya,İstanbul
1098,465,2024-04-09,409,85,Mobilya,İstanbul
1054,466,2024-04-10,437,65,Mobilya,İstanbul
1039,467,2024-04-11,233,6,Mobilya,Ankara
1051,468,2024-04-12,330,36,Mobilya,İzmir
1015,469,2024-04-13,244,10,Mobilya,Ankara
1012,470,2024-04-14,401,113,Mobilya,Ankara
1029,471,2024-04-15,244,147,Mobilya,İstanbul
1018,472,2024-04-16,204,77,Mobilya,Ankara
1016,473,2024-04-17,142,-9,Mobilya,Ankara
1062,474,2024-04-18,209,32,Mobilya,İstanbul
1018,475,2024-04-19,483,117,Mobilya,Ankara
1091,476,2024-04-20,110,124,Mobilya,İstanbul
1057,477,2024-04-21,171,133,Mobilya,İstanbul
1054,478,2024-04-22,100,101,Mobilya,İstanbul
1089,479,2024-04-23,452,25,Mobilya,İstanbul
1089,480,2024-04-24,326,43,Mobilya,Ankara
1061,481,2024-04-25,54,109,Mobilya,İstanbul
1022,482,2024-04-26,141,33,Mobilya,İstanbul
1008,483,2024-04-27,219,86,Mobilya,Ankara
1011,484,2024-04-28,366,30,Mobilya,Ankara
1000,485,2024-04-29,71,15,Mobilya,İzmir
1057,486,2024-04-30,454,94,Mobilya,Ankara
1000,487,2024-05-01,375,5,Mobilya,Ankara
1033,488,2024-05-02,50,8,Mobilya,İzmir
1095,489,2024-05-03,182,128,Mobilya,Ankara
1047,490,2024-05-04,282,-10,Mobilya,Ankara
1088,491,2024-05-05,61,19,Mobilya,Ankara
1000,492,2024-05-06,395,-10,Mobilya,Ankara
1015,493,2024-05-07,95,143,Mobilya,İzmir
1060,494,2024-05-08,83,92,Mobilya,Ankara
1063,495,2024-05-09,482,18,Mobilya,Ankara
1062,496,2024-05-10,127,33,Mobilya,İzmir
1068,497,2024-05-11,267,77,Mobilya,İstanbul
1021,498,2024-05-12,350,34,Mobilya,İzmir
1092,499,2024-05-13,460,90,Mobilya,İstanbul
1066,500,2024-05-14,122,131,Mobilya,İzmir
